frame.number,frame.time_epoch,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,_ws.col.protocol,tcp.srcport,tcp.dstport,tcp.flags.str,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len
"1853","1759281114.572674803","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64391","3333","····CE····S·",,,,,"78"
"1854","1759281114.572674845","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64392","340","····CE····S·",,,,,"78"
"1855","1759281114.572674886","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64393","1","····CE····S·",,,,,"78"
"1856","1759281114.572674928","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64394","1688","····CE····S·",,,,,"78"
"1857","1759281114.572684761","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1034","64387","·······A·R··",,,,,"54"
"1858","1759281114.572687594","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2035","64388","·······A·R··",,,,,"54"
"1859","1759281114.572689761","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5963","64389","·······A·R··",,,,,"54"
"1860","1759281114.572692303","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6565","64390","·······A·R··",,,,,"54"
"1861","1759281114.572695928","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3333","64391","·······A·R··",,,,,"54"
"1862","1759281114.572698428","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","340","64392","·······A·R··",,,,,"54"
"1863","1759281114.572700428","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1","64393","·······A·R··",,,,,"54"
"1864","1759281114.572702678","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1688","64394","·······A·R··",,,,,"54"
"1865","1759281114.572709844","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64395","9898","····CE····S·",,,,,"78"
"1866","1759281114.572709969","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64396","1044","····CE····S·",,,,,"78"
"1867","1759281114.572710011","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64397","4998","····CE····S·",,,,,"78"
"1868","1759281114.572710053","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64398","2013","····CE····S·",,,,,"78"
"1869","1759281114.572713719","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","9898","64395","·······A·R··",,,,,"54"
"1870","1759281114.572716011","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1044","64396","·······A·R··",,,,,"54"
"1871","1759281114.572717969","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","4998","64397","·······A·R··",,,,,"54"
"1872","1759281114.572720011","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2013","64398","·······A·R··",,,,,"54"
"1873","1759281114.573090801","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64399","3766","····CE····S·",,,,,"78"
"1874","1759281114.573090885","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64400","2135","····CE····S·",,,,,"78"
"1875","1759281114.573103968","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3766","64399","·······A·R··",,,,,"54"
"1876","1759281114.573115676","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2135","64400","·······A·R··",,,,,"54"
"1877","1759281115.572643227","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64400","2135","··········S·",,,,,"78"
"1878","1759281115.572643560","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64399","3766","··········S·",,,,,"78"
"1879","1759281115.572643602","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64398","2013","··········S·",,,,,"78"
"1880","1759281115.572643644","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64397","4998","··········S·",,,,,"78"
"1881","1759281115.572643685","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64396","1044","··········S·",,,,,"78"
"1882","1759281115.572643685","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64395","9898","··········S·",,,,,"78"
"1883","1759281115.572643727","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64394","1688","··········S·",,,,,"78"
"1884","1759281115.572643769","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64393","1","··········S·",,,,,"78"
"1885","1759281115.572672019","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2135","64400","·······A·R··",,,,,"54"
"1886","1759281115.572681685","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3766","64399","·······A·R··",,,,,"54"
"1887","1759281115.572683268","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2013","64398","·······A·R··",,,,,"54"
"1888","1759281115.572685268","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","4998","64397","·······A·R··",,,,,"54"
"1889","1759281115.572686435","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1044","64396","·······A·R··",,,,,"54"
"1890","1759281115.572687602","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","9898","64395","·······A·R··",,,,,"54"
"1891","1759281115.572688560","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1688","64394","·······A·R··",,,,,"54"
"1892","1759281115.572689602","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1","64393","·······A·R··",,,,,"54"
"1893","1759281115.572693143","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64392","340","··········S·",,,,,"78"
"1894","1759281115.572693185","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64391","3333","··········S·",,,,,"78"
"1895","1759281115.572693227","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64390","6565","··········S·",,,,,"78"
"1896","1759281115.572693268","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64389","5963","··········S·",,,,,"78"
"1897","1759281115.572693310","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64388","2035","··········S·",,,,,"78"
"1898","1759281115.572693352","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64387","1034","··········S·",,,,,"78"
"1899","1759281115.572693393","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64386","4550","··········S·",,,,,"78"
"1900","1759281115.572693435","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64385","4242","··········S·",,,,,"78"
"1901","1759281115.572696018","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","340","64392","·······A·R··",,,,,"54"
"1902","1759281115.572697018","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3333","64391","·······A·R··",,,,,"54"
"1903","1759281115.572697977","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6565","64390","·······A·R··",,,,,"54"
"1904","1759281115.572698935","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5963","64389","·······A·R··",,,,,"54"
"1905","1759281115.572699935","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2035","64388","·······A·R··",,,,,"54"
"1906","1759281115.572700935","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1034","64387","·······A·R··",,,,,"54"
"1907","1759281115.572701893","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","4550","64386","·······A·R··",,,,,"54"
"1908","1759281115.572702893","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","4242","64385","·······A·R··",,,,,"54"
"1909","1759281115.572713393","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64384","6106","··········S·",,,,,"78"
"1910","1759281115.572713435","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64383","5102","··········S·",,,,,"78"
"1911","1759281115.572713435","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64382","19780","··········S·",,,,,"78"
"1912","1759281115.572716227","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6106","64384","·······A·R··",,,,,"54"
"1913","1759281115.572717435","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5102","64383","·······A·R··",,,,,"54"
"1914","1759281115.572719268","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","19780","64382","·······A·R··",,,,,"54"
"1915","1759281115.573776473","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64401","7921","····CE····S·",,,,,"78"
"1916","1759281115.573776515","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64402","146","····CE····S·",,,,,"78"
"1917","1759281115.573776556","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64403","5950","····CE····S·",,,,,"78"
"1918","1759281115.573776598","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64404","10629","····CE····S·",,,,,"78"
"1919","1759281115.573776640","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64405","1070","····CE····S·",,,,,"78"
"1920","1759281115.573776640","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64406","13783","····CE····S·",,,,,"78"
"1921","1759281115.573776681","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64407","32777","····CE····S·",,,,,"78"
"1922","1759281115.573785723","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","7921","64401","·······A·R··",,,,,"54"
"1923","1759281115.573793973","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","146","64402","·······A·R··",,,,,"54"
"1924","1759281115.573795181","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5950","64403","·······A·R··",,,,,"54"
"1925","1759281115.573796265","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","10629","64404","·······A·R··",,,,,"54"
"1926","1759281115.573797306","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1070","64405","·······A·R··",,,,,"54"
"1927","1759281115.573798181","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","13783","64406","·······A·R··",,,,,"54"
"1928","1759281115.573799140","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","32777","64407","·······A·R··",,,,,"54"
"1929","1759281115.573942514","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64408","1755","····CE····S·",,,,,"78"
"1930","1759281115.573945972","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1755","64408","·······A·R··",,,,,"54"
"1931","1759281115.574189347","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64409","1047","····CE····S·",,,,,"78"
"1932","1759281115.574189388","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64410","2003","····CE····S·",,,,,"78"
"1933","1759281115.574189430","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64411","3322","····CE····S·",,,,,"78"
"1934","1759281115.574189472","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64412","64680","····CE····S·",,,,,"78"
"1935","1759281115.574193138","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1047","64409","·······A·R··",,,,,"54"
"1936","1759281115.574198430","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2003","64410","·······A·R··",,,,,"54"
"1937","1759281115.574199472","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3322","64411","·······A·R··",,,,,"54"
"1938","1759281115.574200638","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","64680","64412","·······A·R··",,,,,"54"
"1939","1759281116.574567363","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64412","64680","··········S·",,,,,"78"
"1940","1759281116.574567946","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64411","3322","··········S·",,,,,"78"
"1941","1759281116.574568029","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64410","2003","··········S·",,,,,"78"
"1942","1759281116.574568071","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64409","1047","··········S·",,,,,"78"
"1943","1759281116.574568113","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64408","1755","··········S·",,,,,"78"
"1944","1759281116.574568154","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64407","32777","··········S·",,,,,"78"
"1945","1759281116.574568196","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64406","13783","··········S·",,,,,"78"
"1946","1759281116.574568238","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64405","1070","··········S·",,,,,"78"
"1947","1759281116.574656987","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","64680","64412","·······A·R··",,,,,"54"
"1948","1759281116.574685779","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3322","64411","·······A·R··",,,,,"54"
"1949","1759281116.574689946","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2003","64410","·······A·R··",,,,,"54"
"1950","1759281116.574692487","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1047","64409","·······A·R··",,,,,"54"
"1951","1759281116.574695196","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1755","64408","·······A·R··",,,,,"54"
"1952","1759281116.574697779","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","32777","64407","·······A·R··",,,,,"54"
"1953","1759281116.574701029","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","13783","64406","·······A·R··",,,,,"54"
"1954","1759281116.574703654","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1070","64405","·······A·R··",,,,,"54"
"1955","1759281116.574711362","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64404","10629","··········S·",,,,,"78"
"1956","1759281116.574711446","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64403","5950","··········S·",,,,,"78"
"1957","1759281116.574711487","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64402","146","··········S·",,,,,"78"
"1958","1759281116.574711529","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64401","7921","··········S·",,,,,"78"
"1959","1759281116.574716362","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","10629","64404","·······A·R··",,,,,"54"
"1960","1759281116.574719529","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5950","64403","·······A·R··",,,,,"54"
"1961","1759281116.574721612","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","146","64402","·······A·R··",,,,,"54"
"1962","1759281116.574724112","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","7921","64401","·······A·R··",,,,,"54"
"1963","1759281116.575907691","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64413","1334","····CE····S·",,,,,"78"
"1964","1759281116.575928983","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1334","64413","·······A·R··",,,,,"54"
"1965","1759281116.576199274","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64414","1114","····CE····S·",,,,,"78"
"1966","1759281116.576199399","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64415","4001","····CE····S·",,,,,"78"
"1967","1759281116.576199440","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64416","3998","····CE····S·",,,,,"78"
"1968","1759281116.576212482","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1114","64414","·······A·R··",,,,,"54"
"1969","1759281116.576336648","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","4001","64415","·······A·R··",,,,,"54"
"1970","1759281116.576341315","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3998","64416","·······A·R··",,,,,"54"
"1971","1759281116.576347648","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64417","389","····CE····S·",,,,,"78"
"1972","1759281116.576347732","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64418","33","····CE····S·",,,,,"78"
"1973","1759281116.576347773","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64419","1287","····CE····S·",,,,,"78"
"1974","1759281116.576347815","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64420","8009","····CE····S·",,,,,"78"
"1975","1759281116.576352898","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","389","64417","·······A·R··",,,,,"54"
"1976","1759281116.576355648","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","33","64418","·······A·R··",,,,,"54"
"1977","1759281116.576358148","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1287","64419","·······A·R··",,,,,"54"
"1978","1759281116.576360482","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8009","64420","·······A·R··",,,,,"54"
"1979","1759281116.576613147","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64421","1082","····CE····S·",,,,,"78"
"1980","1759281116.576613272","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64422","1071","····CE····S·",,,,,"78"
"1981","1759281116.576613314","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64423","7007","····CE····S·",,,,,"78"
"1982","1759281116.576624564","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1082","64421","·······A·R··",,,,,"54"
"1983","1759281116.576688022","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1071","64422","·······A·R··",,,,,"54"
"1984","1759281116.576693272","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","7007","64423","·······A·R··",,,,,"54"
"1985","1759281116.576697855","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64424","49400","····CE····S·",,,,,"78"
"1986","1759281116.576697939","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64425","1102","····CE····S·",,,,,"78"
"1987","1759281116.576703230","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","49400","64424","·······A·R··",,,,,"54"
"1988","1759281116.576706189","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1102","64425","·······A·R··",,,,,"54"
"1989","1759281117.576030635","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64413","1334","··········S·",,,,,"78"
"1990","1759281117.576109968","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1334","64413","·······A·R··",,,,,"54"
"1991","1759281117.577198714","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64426","6543","····CE····S·",,,,,"78"
"1992","1759281117.577199089","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64425","1102","··········S·",,,,,"78"
"1993","1759281117.577199173","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64424","49400","··········S·",,,,,"78"
"1994","1759281117.577199256","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64423","7007","··········S·",,,,,"78"
"1995","1759281117.577199339","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64422","1071","··········S·",,,,,"78"
"1996","1759281117.577199423","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64421","1082","··········S·",,,,,"78"
"1997","1759281117.577199506","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64420","8009","··········S·",,,,,"78"
"1998","1759281117.577199589","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64419","1287","··········S·",,,,,"78"
"1999","1759281117.577240173","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6543","64426","·······A·R··",,,,,"54"
"2000","1759281117.577265464","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1102","64425","·······A·R··",,,,,"54"
"2001","1759281117.577270922","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","49400","64424","·······A·R··",,,,,"54"
"2002","1759281117.577276922","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","7007","64423","·······A·R··",,,,,"54"
"2003","1759281117.577281047","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1071","64422","·······A·R··",,,,,"54"
"2004","1759281117.577285131","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1082","64421","·······A·R··",,,,,"54"
"2005","1759281117.577289256","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8009","64420","·······A·R··",,,,,"54"
"2006","1759281117.577293089","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1287","64419","·······A·R··",,,,,"54"
"2007","1759281117.577306672","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64418","33","··········S·",,,,,"78"
